caso_id,tipo,campo,base,nuevo
344_p2835,CAMBIO,firma_raw,Carlos Fernando Rosenkrantz – Juan Carlos Maqueda – Elena I. Highton de Nolasco – Ricardo Luis Lorenzetti.,Horacio Rosatti – Carlos Fernando Rosenkrantz – Juan Carlos
344_p2835,CAMBIO,jueces,Rosenkrantz | Maqueda | Highton de Nolasco | Lorenzetti,Rosatti | Rosenkrantz
344_p2835,CAMBIO,jueces_conocidos,Rosenkrantz | Maqueda | Highton de Nolasco | Lorenzetti,Rosatti | Rosenkrantz
344_p2835,LFR_CAMBIO,linea_fin_real,8129,8689
344_p2835,REGRESION,n_jueces,4,2
344_p545,CAMBIO,firma_raw,Horacio Rosatti.,Carlos Fernando Rosenkrantz – Elena I. Highton de Nolasco – Juan
344_p545,CAMBIO,jueces,Rosatti,Rosenkrantz | Highton de Nolasco
344_p545,CAMBIO,jueces_conocidos,Rosatti,Rosenkrantz | Highton de Nolasco
344_p545,LFR_CAMBIO,linea_fin_real,21287,21522
344_p545,MEJORA_JUECES,n_jueces,1,2
345_p1417,CAMBIO,firma_raw,,Horacio Rosatti — Carlos Fernando Rosenkrantz — Juan Carlos
345_p1417,CAMBIO,jueces,,Rosatti | Rosenkrantz
345_p1417,CAMBIO,jueces_conocidos,,Rosatti | Rosenkrantz
345_p1417,LFR_CAMBIO,linea_fin_real,20608,20756
345_p1417,MEJORA,n_jueces,0,2
345_p1417,MEJORA,voting_pattern,sin_firma,unanime
346_p1068,CAMBIO,firma_raw,,Horacio Rosatti — Carlos Fernando Rosenkrantz — Juan Carlos
346_p1068,CAMBIO,jueces,,Rosatti | Rosenkrantz
346_p1068,CAMBIO,jueces_conocidos,,Rosatti | Rosenkrantz
346_p1068,LFR_CAMBIO,linea_fin_real,11728,11801
346_p1068,MEJORA,n_jueces,0,2
346_p1068,MEJORA,voting_pattern,sin_firma,unanime
346_p610,CAMBIO,firma_raw,Luis Renato Rabbi—Baldi Cabanillas.,Horacio Rosatti — Carlos Fernando Rosenkrantz — Juan Carlos
346_p610,CAMBIO,jueces,Rabbi-Baldi Cabanillas (conjuez),Rosatti | Rosenkrantz
346_p610,CAMBIO,jueces_conocidos,Rabbi-Baldi Cabanillas (conjuez),Rosatti | Rosenkrantz
346_p610,LFR_CAMBIO,linea_fin_real,23701,23809
346_p610,MEJORA_JUECES,n_jueces,1,2
347_p1353,CAMBIO,firma_raw,Carlos Fernando Rosenkrantz.,Horacio Rosatti — Carlos Fernando Rosenkrantz — Juan Carlos
347_p1353,CAMBIO,jueces,Rosenkrantz,Rosatti | Rosenkrantz
347_p1353,CAMBIO,jueces_conocidos,Rosenkrantz,Rosatti | Rosenkrantz
347_p1353,LFR_CAMBIO,linea_fin_real,6910,7181
347_p1353,MEJORA_JUECES,n_jueces,1,2
347_p729,CAMBIO,firma_raw,Carlos Fernando Rosenkrantz.,Horacio Rosatti — Carlos Fernando Rosenkrantz — Juan Carlos
347_p729,CAMBIO,jueces,Rosenkrantz,Rosatti | Rosenkrantz
347_p729,CAMBIO,jueces_conocidos,Rosenkrantz,Rosatti | Rosenkrantz
347_p729,LFR_CAMBIO,linea_fin_real,28133,28438
347_p729,MEJORA_JUECES,n_jueces,1,2
347_p818,CAMBIO,firma_raw,Horacio Rosatti — Carlos Fernando Rosenkrantz — Juan Carlos Maqueda — Ricardo Luis Lorenzetti.,Horacio Rosatti — Carlos Fernando Rosenkrantz — Juan Carlos
347_p818,CAMBIO,jueces,Rosatti | Rosenkrantz | Maqueda | Lorenzetti,Rosatti | Rosenkrantz
347_p818,CAMBIO,jueces_conocidos,Rosatti | Rosenkrantz | Maqueda | Lorenzetti,Rosatti | Rosenkrantz
347_p818,LFR_CAMBIO,linea_fin_real,31537,31721
347_p818,REGRESION,n_jueces,4,2
348_p659,LFR_CAMBIO,linea_fin_real,25402,25507
