caso_id_canonico,source_file,a0,k0_rel,k0_abs,clase,rama,guard_fuente,n_anclas_pre,n_anclas_post,k_propio_rel,span_pre_apertura,wc_primer_span,n_spans,wc_epilogo_total,primera_linea,k_post_rel,clase_post,rama_post,guard_fuente_post,primera_linea_post
337_p23,LibroVol337.1.md,ok,573,1290,pie_genuino,Parte actora,mixta,1,10,43,0,47,1,47,"Parte actora: Compañía de Tierras del Sud Argentino S.A., representada por su apo-",573,pie_genuino,Parte actora,mixta,"Parte actora: Compañía de Tierras del Sud Argentino S.A., representada por su apo-"
337_p47,LibroVol337.1.md,ok,151,1808,recurso_narrativo,Recurso,solo_pre_apertura,1,0,61,0,11,6,1140,"recurso extraordinario federal (fs. 746/765 vta.), que fue concedido por",151,recurso_narrativo,Recurso,solo_pre_apertura,"recurso extraordinario federal (fs. 746/765 vta.), que fue concedido por"
337_p58,LibroVol337.1.md,ok,159,2238,rotulo_pie,Tribunal de origen,propia,0,3,45,0,25,1,25,Tribunal de origen: Cámara Nacional de Apelaciones en lo Contencioso Administra-,159,rotulo_pie,Tribunal de origen,propia,Tribunal de origen: Cámara Nacional de Apelaciones en lo Contencioso Administra-
337_p62,LibroVol337.1.md,ok,304,2545,pie_genuino,Recurso,propia,0,3,40,0,57,1,57,"Recurso de hecho interpuesto por Diario Perfil S.A., representada por el Dr. Mario R.",304,pie_genuino,Recurso,propia,"Recurso de hecho interpuesto por Diario Perfil S.A., representada por el Dr. Mario R."
337_p88,LibroVol337.1.md,ok,359,3637,rotulo_pie,Tribunal de origen,propia,0,4,37,0,28,1,28,"Tribunal de origen: Cámara Federal de Apelaciones de La Plata, Sala II.",359,rotulo_pie,Tribunal de origen,propia,"Tribunal de origen: Cámara Federal de Apelaciones de La Plata, Sala II."
337_p123,LibroVol337.1.md,ok,391,5033,pie_genuino,Recurso,propia,0,3,37,0,44,2,61,"Recurso de hecho interpuesto por la AFIP-DGI, representada por el Dr. Raúl Martínez",391,pie_genuino,Recurso,propia,"Recurso de hecho interpuesto por la AFIP-DGI, representada por el Dr. Raúl Martínez"
337_p149,LibroVol337.1.md,ok,194,5919,pie_genuino,Recurso,propia,0,6,36,0,57,1,57,Recurso de hecho interpuesto por la actora (Luis Eduardo Russo y Pablo Alberto,194,pie_genuino,Recurso,propia,Recurso de hecho interpuesto por la actora (Luis Eduardo Russo y Pablo Alberto
337_p196,LibroVol337.1.md,ok,346,7927,pie_genuino,Recurso,mixta,2,13,82,0,96,1,96,"Recurso extraordinario deducido por la Unión de Usuarios y Consumidores, actor en",346,pie_genuino,Recurso,mixta,"Recurso extraordinario deducido por la Unión de Usuarios y Consumidores, actor en"
337_p234,LibroVol337.1.md,ok,851,9952,rotulo_pie,Nombre del,propia,0,6,36,0,7,2,35,Nombre del actor: Banco Credicoop Cooperativo Limitado.,851,rotulo_pie,Nombre del,propia,Nombre del actor: Banco Credicoop Cooperativo Limitado.
337_p256,LibroVol337.1.md,ok,1384,11344,pie_genuino,Recurso,mixta,1,13,91,0,24,2,89,"Recurso extraordinario interpuesto por el Ministerio de Desarrollo Social, represen-",1384,pie_genuino,Recurso,mixta,"Recurso extraordinario interpuesto por el Ministerio de Desarrollo Social, represen-"
337_p315,LibroVol337.1.md,ok,475,12779,rotulo_pie,Tribunal de origen,propia,0,2,69,0,27,4,131,"tribunal de origen para que, por quien corresponda, se dicte un nuevo",475,rotulo_pie,Tribunal de origen,propia,"tribunal de origen para que, por quien corresponda, se dicte un nuevo"
337_p354,LibroVol337.1.md,ok,429,14242,pie_genuino,Recurso,propia,0,4,81,0,17,2,195,"Recurso de hecho interpuesto por Raúl Omar Plée, Fiscal General ante la Cámara",429,pie_genuino,Recurso,propia,"Recurso de hecho interpuesto por Raúl Omar Plée, Fiscal General ante la Cámara"
337_p388,LibroVol337.1.md,ok,2400,17611,pie_genuino,Recurso,propia,0,17,126,0,24,2,60,Recurso extraordinario interpuesto por el Ministerio de Economía -Administración,2400,pie_genuino,Recurso,propia,Recurso extraordinario interpuesto por el Ministerio de Economía -Administración
337_p448,LibroVol337.1.md,ok,865,18487,pie_genuino,Recurso,propia,0,9,49,0,31,1,31,"Recurso de queja interpuesto por Standard & Poor’s Ratings LLC. suc. Argentina,",865,pie_genuino,Recurso,propia,"Recurso de queja interpuesto por Standard & Poor’s Ratings LLC. suc. Argentina,"
337_p530,LibroVol337.1.md,ok,492,21395,recurso_narrativo,Recurso,mixta,1,9,70,0,12,2,151,recurso extraordinario era inadmisible (art. 280 CPCCN)-.,492,recurso_narrativo,Recurso,mixta,recurso extraordinario era inadmisible (art. 280 CPCCN)-.
337_p548,LibroVol337.1.md,ok,181,21788,recurso_narrativo,Recurso,solo_pre_apertura,1,0,39,0,132,7,1474,recurso (fs. 577).,181,recurso_narrativo,Recurso,solo_pre_apertura,recurso (fs. 577).
337_p567,LibroVol337.1.md,ok,254,22593,pie_genuino,Recurso,propia,0,4,50,0,56,1,56,"Recurso de hecho interpuesto por Julio César Velárdez, representado por el Dr. Val-",254,pie_genuino,Recurso,propia,"Recurso de hecho interpuesto por Julio César Velárdez, representado por el Dr. Val-"
337_p590,LibroVol337.1.md,ok,657,23893,recurso_narrativo,Recurso,propia,0,2,81,0,269,3,667,recurso sólo traduce sus subjetivas discrepancias con el examen de,657,recurso_narrativo,Recurso,propia,recurso sólo traduce sus subjetivas discrepancias con el examen de
337_p627,LibroVol337.1.md,ok,366,25114,rotulo_pie,Profesionales,propia,0,4,73,0,35,1,35,Profesionales intervinientes: Parte actora. Universidad Nacional de Río Cuarto.,366,rotulo_pie,Profesionales,propia,Profesionales intervinientes: Parte actora. Universidad Nacional de Río Cuarto.
337_p647,LibroVol337.1.md,ok,242,25800,pie_genuino,Recurso,propia,0,3,36,0,77,1,77,Recurso ordinario de apelación interpuesto por: Compañía Inmobiliaria San Martín,242,pie_genuino,Recurso,propia,Recurso ordinario de apelación interpuesto por: Compañía Inmobiliaria San Martín
337_p703,LibroVol337.1.md,ok,324,28124,pie_genuino,Recurso,propia,0,5,45,0,43,1,43,"Recurso de hecho interpuesto por la Dirección General de Aduanas, representada por",324,pie_genuino,Recurso,propia,"Recurso de hecho interpuesto por la Dirección General de Aduanas, representada por"
337_p753,LibroVol337.1.md,ok,319,30097,rotulo_pie,Tribunal de origen,propia,0,2,35,0,3,2,19,tribunal de origen.,319,rotulo_pie,Tribunal de origen,propia,tribunal de origen.
337_p762,LibroVol337.1.md,ok,135,30254,recurso_narrativo,Recurso,solo_pre_apertura,1,0,141,1,19,3,114,recurso extraordinario y confirmar la sentencia apelada. Buenos Ai-,319,pie_genuino,Recurso,mixta,recurso extraordinario deducido por la parte actora y se deja sin efecto
337_p850,LibroVol337.1.md,ok,311,33885,pie_genuino,Recurso,propia,0,3,47,0,54,3,511,Recurso ordinario interpuesto por el Estado Nacional — Ministerio de Economía y,311,pie_genuino,Recurso,propia,Recurso ordinario interpuesto por el Estado Nacional — Ministerio de Economía y
337_p858,LibroVol337.1.md,ok,786,34690,pie_genuino,Recurso,propia,0,3,38,0,105,1,105,"Recurso extraordinario interpuesto por: el Gobierno de la Ciudad de Buenos Aires,",786,pie_genuino,Recurso,propia,"Recurso extraordinario interpuesto por: el Gobierno de la Ciudad de Buenos Aires,"
337_p877,LibroVol337.1.md,ok,394,35095,pie_genuino,Recurso,propia,0,3,37,0,280,1,280,Recurso extraordinario interpuesto por: a) Estado Nacional – Ministerio de Planifi-,394,pie_genuino,Recurso,propia,Recurso extraordinario interpuesto por: a) Estado Nacional – Ministerio de Planifi-
337_p921,LibroVol337.2.md,ok,716,1734,pie_genuino,Recurso,propia,0,6,40,0,56,1,56,"Recurso de queja interpuesto por la Fundación Wallenberg, representada por el Dr.",716,pie_genuino,Recurso,propia,"Recurso de queja interpuesto por la Fundación Wallenberg, representada por el Dr."
337_p966,LibroVol337.2.md,ok,746,3565,recurso_narrativo,Recurso,mixta,1,6,38,0,193,10,2651,recurso extraordinario –contestado a fs. 421/431 y concedido a fs. 434–.,746,recurso_narrativo,Recurso,mixta,recurso extraordinario –contestado a fs. 421/431 y concedido a fs. 434–.
337_p993,LibroVol337.2.md,ok,493,4346,rotulo_pie,Tribunal de origen,propia,0,3,56,0,3,4,249,tribunal de origen.,493,rotulo_pie,Tribunal de origen,propia,tribunal de origen.
337_p1013,LibroVol337.2.md,ok,410,5066,pie_genuino,Recurso,propia,0,3,47,0,55,1,55,"Recurso ordinario de apelación interpuesto por Sergio Einaudi, representado por el Dr.",410,pie_genuino,Recurso,propia,"Recurso ordinario de apelación interpuesto por Sergio Einaudi, representado por el Dr."
337_p1024,LibroVol337.2.md,ok,497,5574,pie_genuino,Recurso,propia,0,7,46,0,46,1,46,"Recurso de hecho interpuesto por Cablevisión S.A., representada por el Dr.",497,pie_genuino,Recurso,propia,"Recurso de hecho interpuesto por Cablevisión S.A., representada por el Dr."
337_p1042,LibroVol337.2.md,ok,416,6184,pie_genuino,Recurso,propia,0,3,35,0,79,1,79,"Recurso extraordinario interpuesto por Boston Cía. de Seguros S.A, representada por",416,pie_genuino,Recurso,propia,"Recurso extraordinario interpuesto por Boston Cía. de Seguros S.A, representada por"
337_p1081,LibroVol337.2.md,ok,565,7885,pie_genuino,Recurso,propia,0,4,43,0,54,1,54,"Recurso de hecho interpuesto por: Mauricio M. Frois, abogado defensor de Mauricio",565,pie_genuino,Recurso,propia,"Recurso de hecho interpuesto por: Mauricio M. Frois, abogado defensor de Mauricio"
337_p1102,LibroVol337.2.md,ok,211,8400,pie_genuino,Recurso,propia,0,3,36,0,44,1,44,"Recurso de hecho interpuesto por la Crecencio Pilquiman, representada por el Dr.",211,pie_genuino,Recurso,propia,"Recurso de hecho interpuesto por la Crecencio Pilquiman, representada por el Dr."
337_p1117,LibroVol337.2.md,ok,723,9510,pie_genuino,Recurso,propia,0,7,60,0,122,2,157,Recurso extraordinario interpuesto por la Asociación de Editores de Diarios de Bue-,723,pie_genuino,Recurso,propia,Recurso extraordinario interpuesto por la Asociación de Editores de Diarios de Bue-
337_p1152,LibroVol337.2.md,ok,927,11081,pie_genuino,Recurso,mixta,1,2,837,0,46,1,46,"Recurso de hecho interpuesto por el actor, José Manuel Moyano Nores, le-",927,pie_genuino,Recurso,mixta,"Recurso de hecho interpuesto por el actor, José Manuel Moyano Nores, le-"
337_p1174,LibroVol337.2.md,ok,161,11252,recurso_narrativo,Recurso,solo_pre_apertura,2,0,536,1,319,11,3576,recurso de queja.,1715,pie_genuino,Recurso,mixta,"Recursos extraordinarios interpuestos por María Belén Rodríguez, patrocinada por"
337_p1289,LibroVol337.2.md,ok,435,16061,recurso_narrativo,Recurso,propia,0,1,36,0,217,7,1980,recurso extraordinario. Señaló la arbitrariedad en la que incurrió el,435,recurso_narrativo,Recurso,propia,recurso extraordinario. Señaló la arbitrariedad en la que incurrió el
337_p1361,LibroVol337.2.md,ok,567,19063,pie_genuino,Recurso,propia,0,5,71,0,77,1,77,"Recurso de hecho deducido por Aguas Bonaerenses S.A., representada por el doctor",567,pie_genuino,Recurso,propia,"Recurso de hecho deducido por Aguas Bonaerenses S.A., representada por el doctor"
337_p1393,LibroVol337.2.md,ok,193,19986,pie_genuino,Recurso,propia,0,1,50,0,148,7,1821,"recurso de apelación deducido por la demandada, confirmó la senten-",193,pie_genuino,Recurso,propia,"recurso de apelación deducido por la demandada, confirmó la senten-"
337_p1408,LibroVol337.2.md,ok,484,20841,pie_genuino,Recurso,propia,0,3,41,0,61,1,61,Recurso de hecho deducido por el Estado Nacional – Ministerio de Planificación Fe-,484,pie_genuino,Recurso,propia,Recurso de hecho deducido por el Estado Nacional – Ministerio de Planificación Fe-
337_p1447,LibroVol337.2.md,ok,136,22012,pie_genuino,Parte actora,propia,0,3,34,0,78,1,78,"Parte actora: Universidad Nacional de Rosario, representada por el señor rector",136,pie_genuino,Parte actora,propia,"Parte actora: Universidad Nacional de Rosario, representada por el señor rector"
337_p1530,LibroVol337.2.md,ok,389,25595,pie_genuino,Recurso,propia,0,7,38,0,15,1,15,"Recurso de hecho interpuesto por Alfredo Eric Calcagno, patrocinado por el Dr. Ho-",389,pie_genuino,Recurso,propia,"Recurso de hecho interpuesto por Alfredo Eric Calcagno, patrocinado por el Dr. Ho-"
337_p1540,LibroVol337.2.md,ok,282,25879,pie_genuino,Parte actora,propia,0,4,34,0,63,1,63,"Parte actora: Cámara Minera de Jujuy, representada por el ingeniero Nilo Carrión,",282,pie_genuino,Parte actora,propia,"Parte actora: Cámara Minera de Jujuy, representada por el ingeniero Nilo Carrión,"
337_p1548,LibroVol337.2.md,ok,218,26107,recurso_narrativo,Recurso,propia,0,2,39,0,153,3,250,recursos económicos de las obras sociales a garantizar la prestación,218,recurso_narrativo,Recurso,propia,recursos económicos de las obras sociales a garantizar la prestación
337_p1555,LibroVol337.2.md,ok,326,26492,pie_genuino,Recurso,propia,0,6,37,0,67,1,67,"Recurso extraordinario interpuesto por el apoderado del actor, Dr. Marcelo Nicolás",326,pie_genuino,Recurso,propia,"Recurso extraordinario interpuesto por el apoderado del actor, Dr. Marcelo Nicolás"
338_p53,LibroVol338.1.md,ok,592,2454,pie_genuino,Recurso,propia,0,6,77,0,65,1,65,Recurso de hecho interpuesto por la Sociedad Italiana de Beneficencia en Buenos Aires,592,pie_genuino,Recurso,propia,Recurso de hecho interpuesto por la Sociedad Italiana de Beneficencia en Buenos Aires
338_p88,LibroVol338.1.md,ok,554,3811,pie_genuino,Recurso,propia,0,3,45,0,70,1,70,Recurso extraordinario interpuesto por la Administración Federal de Ingresos Públi­,554,pie_genuino,Recurso,propia,Recurso extraordinario interpuesto por la Administración Federal de Ingresos Públi­
338_p148,LibroVol338.1.md,ok,263,5870,pie_genuino,Recurso,propia,0,3,35,0,45,1,45,"Recurso de hecho interpuesto por Alicia Estela Vergara, representada por el Dr. Edgar­",263,pie_genuino,Recurso,propia,"Recurso de hecho interpuesto por Alicia Estela Vergara, representada por el Dr. Edgar­"
338_p161,LibroVol338.1.md,ok,299,6399,pie_genuino,Recurso,propia,0,3,56,0,53,1,53,Recurso ordinario interpuesto por el Estado Nacional –Ministerio del Interior y,299,pie_genuino,Recurso,propia,Recurso ordinario interpuesto por el Estado Nacional –Ministerio del Interior y
338_p221,LibroVol338.1.md,ok,390,8833,pie_genuino,Recurso,propia,0,4,59,0,77,1,77,Recurso de hecho interpuesto por la Federación Única de Viajantes de la República,390,pie_genuino,Recurso,propia,Recurso de hecho interpuesto por la Federación Única de Viajantes de la República
338_p249,LibroVol338.1.md,ok,530,10087,recurso_narrativo,Recurso,solo_pre_apertura,3,0,159,0,291,9,3071,recurso extraordinario.,530,recurso_narrativo,Recurso,solo_pre_apertura,recurso extraordinario.
338_p313,LibroVol338.1.md,ok,867,12955,rotulo_pie,Nombre del,propia,0,6,70,0,47,1,47,Nombre del actor: Empresa Pesquera de la Patagonia y Antártida S.A.,867,rotulo_pie,Nombre del,propia,Nombre del actor: Empresa Pesquera de la Patagonia y Antártida S.A.
338_p349,LibroVol338.1.md,ok,140,13575,pie_genuino,Recurso,propia,0,2,43,0,47,1,47,"Recurso de hecho interpuesto por Mabel Concepción Zozzia, con el patrocinio letrado",140,pie_genuino,Recurso,propia,"Recurso de hecho interpuesto por Mabel Concepción Zozzia, con el patrocinio letrado"
338_p362,LibroVol338.1.md,ok,964,14921,rotulo_pie,Nombre del,propia,0,3,45,0,52,1,52,Nombre del actor: Provincia de Misiones.,964,rotulo_pie,Nombre del,propia,Nombre del actor: Provincia de Misiones.
338_p435,LibroVol338.1.md,ok,368,17145,recurso_narrativo,Recurso,propia,0,4,128,0,50,8,2209,"recurso, resulta que —contrariamente a lo alegado por la recurren­",368,recurso_narrativo,Recurso,propia,"recurso, resulta que —contrariamente a lo alegado por la recurren­"
338_p488,LibroVol338.1.md,ok,182,18999,rotulo_pie,Tribunal de origen,propia,0,1,38,0,53,2,105,"tribunal de origen a fin de que, por medio de quien corresponda, pro­",182,rotulo_pie,Tribunal de origen,propia,"tribunal de origen a fin de que, por medio de quien corresponda, pro­"
338_p556,LibroVol338.1.md,ok,896,22340,recurso_narrativo,Recurso,propia,0,2,151,0,71,21,7098,"recursos extraordinarios (fs. 1010/1030 y 1032/1063, respectivamente),",896,recurso_narrativo,Recurso,propia,"recursos extraordinarios (fs. 1010/1030 y 1032/1063, respectivamente),"
338_p628,LibroVol338.1.md,ok,279,24565,recurso_narrativo,Recurso,propia,0,2,46,0,245,17,5402,recursos necesarios para imprimir una boleta por elector registrado,279,recurso_narrativo,Recurso,propia,recursos necesarios para imprimir una boleta por elector registrado
338_p652,LibroVol338.1.md,ok,1051,26288,rotulo_pie,Profesionales,propia,0,3,124,0,46,2,47,Profesionales intervinientes: doctores Roberto M. Jardon; Nora G. Modolo; Diana,1051,rotulo_pie,Profesionales,propia,Profesionales intervinientes: doctores Roberto M. Jardon; Nora G. Modolo; Diana
338_p724,LibroVol338.2.md,ok,965,2293,pie_genuino,Recurso,propia,0,2,84,0,80,1,80,Recurso ordinario de apelación interpuesto por el Estado Nacional –Comisión Nacio­,965,pie_genuino,Recurso,propia,Recurso ordinario de apelación interpuesto por el Estado Nacional –Comisión Nacio­
338_p779,LibroVol338.2.md,ok,546,4012,pie_genuino,Recurso,propia,0,4,55,0,56,1,56,"Recurso de hecho interpuesto por E. D. V. y E. H. L., representados por el Dr. Andrés",546,pie_genuino,Recurso,propia,"Recurso de hecho interpuesto por E. D. V. y E. H. L., representados por el Dr. Andrés"
338_p802,LibroVol338.2.md,ok,341,4662,pie_genuino,Parte actora,propia,0,2,40,0,34,1,34,"Parte actora: Telecom Argentina S.A., representada por su apoderado, doctor Claudio",341,pie_genuino,Parte actora,propia,"Parte actora: Telecom Argentina S.A., representada por su apoderado, doctor Claudio"
338_p837,LibroVol338.2.md,ok,269,5935,pie_genuino,Parte actora,propia,0,2,46,0,89,1,89,"Parte actora: Comunidad Indígena Toba La Primavera Navogoh, representada por el se­",269,pie_genuino,Parte actora,propia,"Parte actora: Comunidad Indígena Toba La Primavera Navogoh, representada por el se­"
338_p911,LibroVol338.2.md,ok,414,8985,pie_genuino,Recurso,propia,0,5,38,0,54,1,54,"Recurso de hecho interpuesto por Fernando Gabriel Roberto Latrille, con el patrocinio",414,pie_genuino,Recurso,propia,"Recurso de hecho interpuesto por Fernando Gabriel Roberto Latrille, con el patrocinio"
338_p1048,LibroVol338.2.md,ok,435,14351,pie_genuino,Recurso,propia,0,5,55,0,121,2,176,"Recurso extraordinario interpuesto por el Ministerio de Economía y Finanzas, de­",435,pie_genuino,Recurso,propia,"Recurso extraordinario interpuesto por el Ministerio de Economía y Finanzas, de­"
338_p1084,LibroVol338.2.md,ok,276,15623,recurso_narrativo,Recurso,propia,0,2,38,0,72,2,103,Recurso extraordinario y recurso de hecho —por denegación parcial del primero—,276,recurso_narrativo,Recurso,propia,Recurso extraordinario y recurso de hecho —por denegación parcial del primero—
338_p1110,LibroVol338.2.md,ok,1536,17895,rotulo_pie,Nombre del,mixta,2,9,112,0,78,1,78,Nombre del actor: Nobleza Piccardo S.A.I.C. y F.,1536,rotulo_pie,Nombre del,mixta,Nombre del actor: Nobleza Piccardo S.A.I.C. y F.
338_p1156,LibroVol338.2.md,ok,576,18733,pie_genuino,Recurso,propia,0,5,70,0,86,1,86,"Recurso de queja interpuesto por San Juan S.A., representada por las Dras. Mirta Bea­",576,pie_genuino,Recurso,propia,"Recurso de queja interpuesto por San Juan S.A., representada por las Dras. Mirta Bea­"
338_p1183,LibroVol338.2.md,ok,1297,20480,rotulo_pie,Nombre del,propia,0,8,87,0,70,1,70,Nombre del actor: Papel Prensa S.A.,1297,rotulo_pie,Nombre del,propia,Nombre del actor: Papel Prensa S.A.
338_p1216,LibroVol338.2.md,ok,1273,21764,pie_genuino,Recurso,propia,0,6,103,0,95,1,95,Recurso extraordinario interpuesto por Rodolfo Marcelo Uriarte y Martín Javier Félix,1273,pie_genuino,Recurso,propia,Recurso extraordinario interpuesto por Rodolfo Marcelo Uriarte y Martín Javier Félix
338_p1248,LibroVol338.2.md,ok,162,21939,pie_genuino,Recurso,propia,0,2,41,0,46,1,46,"Recurso de queja interpuesto por Ilda Aída Soto, representada por su letrado apoderado",162,pie_genuino,Recurso,propia,"Recurso de queja interpuesto por Ilda Aída Soto, representada por su letrado apoderado"
338_p1258,LibroVol338.2.md,ok,704,22854,pie_genuino,Recurso,mixta,1,8,79,0,79,1,79,"Recurso extraordinario y recurso de queja interpuestos por Rubén Héctor Giustiniani,",704,pie_genuino,Recurso,mixta,"Recurso extraordinario y recurso de queja interpuestos por Rubén Héctor Giustiniani,"
338_p1356,LibroVol338.2.md,ok,298,26231,recurso_narrativo,Recurso,propia,0,1,126,0,268,22,7650,recursos de la Provincia de Santa Fe.,298,recurso_narrativo,Recurso,propia,recursos de la Provincia de Santa Fe.
338_p1455,LibroVol338.2.md,ok,846,30605,pie_genuino,Parte actora,propia,0,3,103,0,45,1,45,"Parte actora: Colegio de Escribanos de la Ciudad de Buenos Aires, representado por sus",846,pie_genuino,Parte actora,propia,"Parte actora: Colegio de Escribanos de la Ciudad de Buenos Aires, representado por sus"
338_p1524,LibroVol338.2.md,ok,224,32724,recurso_narrativo,Recurso,propia,0,3,64,0,420,5,1577,recurso de inaplicabilidad de ley deducido respecto de la sentencia de,224,recurso_narrativo,Recurso,propia,recurso de inaplicabilidad de ley deducido respecto de la sentencia de
339_p94,LibroVol339.1.md,ok,373,3639,recurso_narrativo,Recurso,propia,0,1,74,0,228,6,1883,"recurso ordinario de apelación (fs. 240/248 vta.) que, concedido (fs.",373,recurso_narrativo,Recurso,propia,"recurso ordinario de apelación (fs. 240/248 vta.) que, concedido (fs."
339_p142,LibroVol339.1.md,ok,352,5527,recurso_narrativo,Recurso,propia,0,1,59,0,44,4,334,recursos extraordinarios y se deja sin efecto la sentencia apelada.,352,recurso_narrativo,Recurso,propia,recursos extraordinarios y se deja sin efecto la sentencia apelada.
339_p194,LibroVol339.1.md,ok,235,7303,pie_genuino,Recurso,propia,0,3,46,0,81,1,81,"Recurso de queja interpuesto por el Diario La Unión S.A., representada por el Dr. Ga­",235,pie_genuino,Recurso,propia,"Recurso de queja interpuesto por el Diario La Unión S.A., representada por el Dr. Ga­"
339_p201,LibroVol339.1.md,ok,444,7758,recurso_narrativo,Recurso,mixta,1,1,72,0,316,5,1282,recurso federal cuando lo resuelto causa un agravio de difícil o imposi­,444,recurso_narrativo,Recurso,mixta,recurso federal cuando lo resuelto causa un agravio de difícil o imposi­
339_p260,LibroVol339.1.md,ok,251,9822,pie_genuino,Recurso,propia,0,3,44,0,25,2,281,"Recurso ordinario de apelación interpuesto por: Nidera S.A. la actora, representada",251,pie_genuino,Recurso,propia,"Recurso ordinario de apelación interpuesto por: Nidera S.A. la actora, representada"
339_p276,LibroVol339.1.md,ok,580,10701,pie_genuino,Recurso,propia,0,3,42,0,56,1,56,"Recurso de queja interpuesto por A. N. G., en su carácter de curadora de R. A. V., con",580,pie_genuino,Recurso,propia,"Recurso de queja interpuesto por A. N. G., en su carácter de curadora de R. A. V., con"
339_p307,LibroVol339.1.md,ok,71,11407,recurso_narrativo,Recurso,solo_pre_apertura,1,0,172,1,229,5,1109,recurso extraordinario federal (fs. 5/11) que fue declarado inadmisible,285,pie_genuino,Recurso,mixta,"Recurso extraordinario interpuesto por Raúl Omar Pleé, Fiscal General a cargo de la"
339_p316,LibroVol339.1.md,ok,245,11921,pie_genuino,Recurso,propia,0,2,35,0,55,1,55,Recurso extraordinario interpuesto por Walter Ricardo Vergara y María Silvia Álva­,245,pie_genuino,Recurso,propia,Recurso extraordinario interpuesto por Walter Ricardo Vergara y María Silvia Álva­
339_p349,LibroVol339.1.md,ok,133,13119,pie_genuino,Recurso,propia,0,2,42,0,50,1,50,"Recurso de queja interpuesto por Eduardo Antonio Campili, con el patrocinio de los",133,pie_genuino,Recurso,propia,"Recurso de queja interpuesto por Eduardo Antonio Campili, con el patrocinio de los"
339_p444,LibroVol339.1.md,ok,153,16659,recurso_narrativo,Recurso,propia,0,1,37,0,438,6,1982,recurso extraordinario de fs. 6452/6466 deducido contra la decisión de,153,recurso_narrativo,Recurso,propia,recurso extraordinario de fs. 6452/6466 deducido contra la decisión de
339_p464,LibroVol339.1.md,ok,138,17396,pie_genuino,Recurso,propia,0,3,35,0,43,1,43,Recurso de revocatoria interpuesta por el Dr. Daniel Bugallo Olano – (Defensoría,138,pie_genuino,Recurso,propia,Recurso de revocatoria interpuesta por el Dr. Daniel Bugallo Olano – (Defensoría
