caso_id_canonico,via,disposicion,parte_ganadora,reenvia,needs_alignment
329_p3851,queja,no_revision_procesal,no_aplica,False,False
329_p3894,recurso_concedido,no_revision_procesal,no_aplica,False,False
329_p3956,recurso_concedido,deja_sin_efecto,recurrente_gana,True,False
329_p4007,recurso_concedido,confirma,recurrente_pierde,False,False
329_p4020,recurso_concedido,deja_sin_efecto,recurrente_gana,True,False
329_p4032,queja,deja_sin_efecto,recurrente_gana,False,False
329_p4039,recurso_concedido,deja_sin_efecto,recurrente_gana,True,False
329_p4044,recurso_concedido,deja_sin_efecto,recurrente_gana,True,False
329_p4078,recurso_concedido,deja_sin_efecto,recurrente_gana,True,False
329_p4087,queja,confirma,recurrente_pierde,False,False
329_p4099,queja,deja_sin_efecto,recurrente_gana,False,False
329_p4106,queja,deja_sin_efecto,recurrente_gana,True,False
329_p4133,queja,revoca,recurrente_gana,True,False
329_p4140,recurso_concedido,revoca,recurrente_gana,False,False
329_p4168,recurso_concedido,no_revision_procesal,no_aplica,False,False
329_p4203,recurso_concedido,revoca,recurrente_gana,False,False
329_p4206,recurso_concedido,deja_sin_efecto,recurrente_gana,True,False
329_p4213,queja,deja_sin_efecto,recurrente_gana,True,False
329_p4234,recurso_concedido,deja_sin_efecto,recurrente_gana,True,False
329_p4248,recurso_concedido,deja_sin_efecto,recurrente_gana,False,False
329_p4279,recurso_concedido,nulidad,recurrente_gana,True,False
329_p4306,queja,deja_sin_efecto,recurrente_gana,False,False
329_p4309,queja,deja_sin_efecto,recurrente_gana,False,False
329_p4349,recurso_concedido,confirma,recurrente_pierde,False,False
329_p4422,queja,deja_sin_efecto,recurrente_gana,False,False
329_p4425,recurso_concedido,deja_sin_efecto,recurrente_gana,True,False
329_p4430,recurso_concedido,deja_sin_efecto,recurrente_gana,True,False
329_p4438,queja,revoca,recurrente_gana,True,False
329_p4462,recurso_concedido,no_revision_procesal,no_aplica,False,False
329_p4503,recurso_concedido,confirma,recurrente_pierde,False,False
329_p4506,recurso_concedido,confirma,recurrente_pierde,False,False
329_p4524,recurso_concedido,deja_sin_efecto,recurrente_gana,True,False
329_p4531,recurso_concedido,deja_sin_efecto,recurrente_gana,True,False
329_p4542,recurso_concedido,deja_sin_efecto,recurrente_gana,False,False
329_p4566,recurso_concedido,deja_sin_efecto,recurrente_gana,True,False
329_p4570,recurso_concedido,confirma,recurrente_pierde,False,False
329_p4577,recurso_concedido,confirma,recurrente_pierde,False,False
329_p4584,queja,deja_sin_efecto,recurrente_gana,False,False
329_p4622,recurso_concedido,revoca,recurrente_gana,False,False
329_p4628,recurso_concedido,confirma,recurrente_pierde,False,False
329_p4634,recurso_concedido,por_ello_cortado,no_aplica,False,False
329_p4645,queja,deja_sin_efecto,recurrente_gana,True,False
329_p4652,queja,deja_sin_efecto,recurrente_gana,True,False
329_p4659,queja,deja_sin_efecto,recurrente_gana,True,False
329_p4663,queja,deja_sin_efecto,recurrente_gana,True,False
329_p4667,queja,revoca,recurrente_gana,False,False
329_p4672,queja,deja_sin_efecto,recurrente_gana,False,False
329_p4677,queja,deja_sin_efecto,recurrente_gana,True,False
329_p4682,queja,deja_sin_efecto,recurrente_gana,True,False
329_p4688,queja,nulidad,recurrente_gana,False,False
329_p4741,queja,deja_sin_efecto,recurrente_gana,False,False
329_p4755,queja,deja_sin_efecto,recurrente_gana,True,False
329_p4762,queja,confirma,recurrente_pierde,False,False
329_p4769,queja,confirma,recurrente_pierde,False,False
329_p4770,queja,revoca,recurrente_gana,False,False
329_p4789,recurso_concedido,no_revision_demanda,no_aplica,False,False
329_p4808,recurso_concedido,no_revision_procesal,no_aplica,False,False
329_p4817,recurso_concedido,no_revision_procesal,no_aplica,False,False
329_p4857,recurso_concedido,revoca,recurrente_gana,False,True
329_p4860,recurso_concedido,revoca,recurrente_gana,False,False
329_p4862,recurso_concedido,revoca,recurrente_gana,False,False
329_p4865,queja,deja_sin_efecto,recurrente_gana,False,False
329_p4870,queja,deja_sin_efecto,recurrente_gana,True,False
329_p4873,queja,deja_sin_efecto,recurrente_gana,True,False
329_p4891,recurso_concedido,revoca,recurrente_gana,False,False
329_p4907,queja,revoca,recurrente_gana,True,False
329_p4918,queja,deja_sin_efecto,recurrente_gana,True,False
329_p4931,queja,revoca,recurrente_gana,False,False
329_p4944,recurso_concedido,no_revision_demanda,no_aplica,False,False
329_p5004,recurso_concedido,confirma,recurrente_pierde,False,False
329_p5007,recurso_concedido,revoca,recurrente_gana,False,False
329_p5010,recurso_concedido,revoca,recurrente_gana,False,False
329_p5015,recurso_concedido,revoca,recurrente_gana,False,False
329_p5019,recurso_concedido,deja_sin_efecto,recurrente_gana,True,False
329_p5027,recurso_concedido,revoca,recurrente_gana,False,False
329_p5033,recurso_concedido,deja_sin_efecto,recurrente_gana,True,False
329_p5044,recurso_concedido,revoca,recurrente_gana,False,False
329_p5051,recurso_concedido,deja_sin_efecto,recurrente_gana,True,False
329_p5064,recurso_concedido,deja_sin_efecto,recurrente_gana,False,False
329_p5068,recurso_concedido,revoca,recurrente_gana,False,False
329_p5074,recurso_concedido,nulidad,recurrente_gana,True,False
329_p5078,recurso_concedido,sin_disposicion_legible,no_aplica,False,False
329_p5103,queja,nulidad,recurrente_gana,False,False
329_p5115,queja,deja_sin_efecto,recurrente_gana,True,False
329_p5123,queja,confirma,recurrente_pierde,False,False
329_p5139,queja,deja_sin_efecto,recurrente_gana,True,False
329_p5148,queja,no_revision_procesal,no_aplica,False,False
329_p5157,recurso_concedido,sin_disposicion_legible,no_aplica,False,False
329_p5184,recurso_concedido,no_revision_procesal,no_aplica,False,False
329_p5203,recurso_concedido,revoca,recurrente_gana,False,False
329_p5210,recurso_concedido,confirma,recurrente_pierde,False,False
329_p5234,recurso_concedido,deja_sin_efecto,recurrente_gana,True,False
329_p5239,recurso_concedido,revoca,recurrente_gana,True,False
329_p5259,recurso_concedido,nulidad,recurrente_gana,False,False
329_p5266,queja,revoca,recurrente_gana,True,False
329_p5310,queja,deja_sin_efecto,recurrente_gana,True,False
329_p5323,queja,deja_sin_efecto,recurrente_gana,True,False
329_p5366,queja,deja_sin_efecto,recurrente_gana,True,False
329_p5368,recurso_concedido,revoca,recurrente_gana,True,False
329_p5382,recurso_concedido,deja_sin_efecto,recurrente_gana,False,False
329_p5410,queja,deja_sin_efecto,recurrente_gana,True,False
329_p5424,queja,por_ello_cortado,no_aplica,False,False
329_p5438,queja,revoca,recurrente_gana,False,False
329_p5448,queja,deja_sin_efecto,recurrente_gana,False,False
329_p5460,queja,revoca,recurrente_gana,True,False
329_p5498,recurso_concedido,no_revision_procesal,no_aplica,False,False
329_p5518,recurso_concedido,confirma,recurrente_pierde,False,False
329_p5525,recurso_concedido,revoca,recurrente_gana,False,False
329_p5528,queja,deja_sin_efecto,recurrente_gana,True,False
329_p5531,queja,deja_sin_efecto,recurrente_gana,True,False
329_p5534,queja,confirma,recurrente_pierde,False,False
329_p5556,queja,deja_sin_efecto,recurrente_gana,True,False
329_p5567,recurso_concedido,confirma,recurrente_pierde,False,False
329_p5579,recurso_concedido,nulidad,recurrente_gana,True,False
329_p5586,queja,no_revision_competencia,no_aplica,False,False
329_p5594,queja,revoca,recurrente_gana,True,False
329_p5600,queja,deja_sin_efecto,recurrente_gana,True,False
329_p5615,queja,deja_sin_efecto,recurrente_gana,False,False
329_p5621,queja,deja_sin_efecto,recurrente_gana,False,False
329_p5731,recurso_concedido,confirma,recurrente_pierde,False,False
329_p5734,queja,deja_sin_efecto,recurrente_gana,True,False
329_p5737,queja,deja_sin_efecto,recurrente_gana,True,False
329_p5749,recurso_concedido,confirma,recurrente_pierde,False,False
329_p5755,recurso_concedido,revoca,recurrente_gana,False,False
329_p5762,queja,deja_sin_efecto,recurrente_gana,False,False
329_p5776,queja,deja_sin_efecto,recurrente_gana,False,False
329_p5778,queja,deja_sin_efecto,recurrente_gana,True,False
329_p5826,recurso_concedido,no_revision_procesal,no_aplica,False,False
329_p5857,queja,deja_sin_efecto,recurrente_gana,True,False
329_p5861,recurso_concedido,revoca,recurrente_gana,False,False
329_p5871,recurso_concedido,revoca,recurrente_gana,False,False
329_p5879,recurso_concedido,revoca,recurrente_gana,False,False
329_p5892,recurso_concedido,confirma,recurrente_pierde,False,False
329_p5903,recurso_concedido,deja_sin_efecto,recurrente_gana,True,False
329_p5913,recurso_concedido,deja_sin_efecto,recurrente_gana,False,False
329_p5944,recurso_concedido,revoca,recurrente_gana,True,False
329_p5950,queja,revoca,recurrente_gana,False,False
329_p5966,queja,deja_sin_efecto,recurrente_gana,True,False
329_p5971,queja,deja_sin_efecto,recurrente_gana,True,False
329_p5976,queja,deja_sin_efecto,recurrente_gana,False,False
329_p5994,queja,deja_sin_efecto,recurrente_gana,True,False
329_p6002,queja,deja_sin_efecto,recurrente_gana,True,False
329_p6009,queja,confirma,recurrente_pierde,False,False
329_p6019,queja,revoca,recurrente_gana,True,False
329_p6030,recurso_concedido,deja_sin_efecto,recurrente_gana,False,False
329_p6064,recurso_concedido,revoca,recurrente_gana,False,False
329_p6068,recurso_concedido,revoca,recurrente_gana,False,False
329_p6076,recurso_concedido,revoca,recurrente_gana,False,False
329_p6081,queja,deja_sin_efecto,recurrente_gana,True,False
329_p6087,recurso_concedido,deja_sin_efecto,recurrente_gana,False,False
330_p5,queja,confirma,recurrente_pierde,False,False
330_p45,recurso_concedido,por_ello_cortado,no_aplica,False,False
330_p50,recurso_concedido,deja_sin_efecto,recurrente_gana,False,False
330_p53,queja,revoca,recurrente_gana,True,False
330_p58,recurso_concedido,no_revision_procesal,no_aplica,False,False
330_p64,recurso_concedido,deja_sin_efecto,recurrente_gana,False,False
330_p76,queja,revoca,recurrente_gana,False,False
330_p98,queja,deja_sin_efecto,recurrente_gana,False,False
330_p119,recurso_concedido,no_revision_procesal,no_aplica,False,False
330_p130,recurso_concedido,revoca,recurrente_gana,False,False
330_p138,recurso_concedido,deja_sin_efecto,recurrente_gana,False,False
330_p147,recurso_concedido,deja_sin_efecto,recurrente_gana,True,False
330_p152,queja,no_revision_competencia,no_aplica,False,False
330_p159,queja,confirma,recurrente_pierde,False,False
330_p164,queja,deja_sin_efecto,recurrente_gana,False,False
330_p220,recurso_concedido,confirma,recurrente_pierde,False,False
330_p228,recurso_concedido,confirma,recurrente_pierde,False,False
330_p230,queja,deja_sin_efecto,recurrente_gana,True,False
330_p243,recurso_concedido,no_revision_procesal,no_aplica,False,False
330_p251,recurso_concedido,no_revision_procesal,no_aplica,False,False
330_p261,recurso_concedido,revoca,recurrente_gana,False,False
330_p284,recurso_concedido,revoca,recurrente_gana,False,False
330_p289,recurso_concedido,deja_sin_efecto,recurrente_gana,True,False
330_p294,recurso_concedido,revoca,recurrente_gana,False,False
330_p298,recurso_concedido,deja_sin_efecto,recurrente_gana,True,False
330_p304,recurso_concedido,confirma,recurrente_pierde,False,False
330_p331,recurso_concedido,deja_sin_efecto,recurrente_gana,False,False
330_p337,recurso_concedido,revoca,recurrente_gana,True,False
330_p342,recurso_concedido,confirma,recurrente_pierde,False,False
330_p358,queja,por_ello_cortado,no_aplica,False,False
330_p372,queja,deja_sin_efecto,recurrente_gana,True,False
330_p380,queja,sin_disposicion_legible,no_aplica,False,False
330_p393,queja,deja_sin_efecto,recurrente_gana,False,False
330_p399,queja,nulidad,recurrente_gana,False,False
330_p472,queja,deja_sin_efecto,recurrente_gana,False,False
330_p478,recurso_concedido,deja_sin_efecto,recurrente_gana,False,False
330_p487,recurso_concedido,nulidad,recurrente_gana,False,False
330_p490,queja,por_ello_cortado,no_aplica,False,False
330_p499,queja,deja_sin_efecto,recurrente_gana,True,False
330_p506,queja,deja_sin_efecto,recurrente_gana,True,False
330_p520,queja,revoca,recurrente_gana,False,False
330_p524,queja,deja_sin_efecto,recurrente_gana,False,False
330_p563,recurso_concedido,no_revision_demanda,no_aplica,False,False
330_p642,recurso_concedido,deja_sin_efecto,recurrente_gana,True,False
330_p694,queja,confirma,recurrente_pierde,False,False
330_p704,queja,deja_sin_efecto,recurrente_gana,True,False
330_p818,recurso_concedido,revoca,recurrente_gana,False,False
330_p822,recurso_concedido,revoca,recurrente_gana,True,False
330_p829,queja,deja_sin_efecto,recurrente_gana,True,False
330_p855,queja,revoca,recurrente_gana,False,False
330_p960,recurso_concedido,sin_disposicion_legible,no_aplica,False,False
330_p963,recurso_concedido,revoca,recurrente_gana,True,False
330_p971,recurso_concedido,confirma,recurrente_pierde,False,False
330_p1008,recurso_concedido,deja_sin_efecto,recurrente_gana,True,False
330_p1016,queja,deja_sin_efecto,recurrente_gana,True,False
330_p1026,queja,deja_sin_efecto,recurrente_gana,True,False
330_p1044,queja,deja_sin_efecto,recurrente_gana,True,False
330_p1049,queja,deja_sin_efecto,recurrente_gana,True,False
330_p1055,queja,confirma,recurrente_pierde,False,False
330_p1060,queja,deja_sin_efecto,recurrente_gana,False,False
330_p1066,queja,revoca,recurrente_gana,False,False
330_p1072,queja,deja_sin_efecto,recurrente_gana,True,False
330_p1169,recurso_concedido,nulidad,recurrente_gana,False,False
330_p1191,queja,deja_sin_efecto,recurrente_gana,True,False
330_p1195,recurso_concedido,confirma,recurrente_pierde,False,False
330_p1214,recurso_concedido,deja_sin_efecto,recurrente_gana,True,False
330_p1218,recurso_concedido,deja_sin_efecto,recurrente_gana,True,False
330_p1222,queja,deja_sin_efecto,recurrente_gana,False,False
330_p1234,queja,deja_sin_efecto,recurrente_gana,True,False
330_p1236,queja,deja_sin_efecto,recurrente_gana,True,False
330_p1246,queja,deja_sin_efecto,recurrente_gana,True,False
330_p1250,queja,deja_sin_efecto,recurrente_gana,True,False
330_p1257,queja,deja_sin_efecto,recurrente_gana,True,False
330_p1309,recurso_concedido,confirma,recurrente_pierde,False,False
330_p1325,recurso_concedido,confirma,recurrente_pierde,False,False
